ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,Geography,ID Geography,Slug Geography
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2018,"2018","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2018,"2018","04000US51","Virginia",12,29.732137494637012,"Hopewell, VA","16000US5138424","hopewell-va"
1,"Construction (Group)",2,"Construction",2018,"2018","04000US51","Virginia",675,196.21671692289624,"Hopewell, VA","16000US5138424","hopewell-va"
2,"Manufacturing (Group)",3,"Manufacturing",2018,"2018","04000US51","Virginia",1219,257.3888109456198,"Hopewell, VA","16000US5138424","hopewell-va"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2018,"2018","04000US51","Virginia",279,109.41663493271943,"Hopewell, VA","16000US5138424","hopewell-va"
4,"Retail Trade (Group)",5,"Retail Trade",2018,"2018","04000US51","Virginia",1274,296.6647940015802,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2018,"2018","04000US51","Virginia",427,156.77372228788852,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2018,"2018","04000US51","Virginia",40,49.193495504995376,"Hopewell, VA","16000US5138424","hopewell-va"
6,"Information (Group)",8,"Information",2018,"2018","04000US51","Virginia",116,85.38149682454625,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2018,"2018","04000US51","Virginia",365,158.4960567332828,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2018,"2018","04000US51","Virginia",119,89.89994438263018,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2018,"2018","04000US51","Virginia",389,164.47796204963146,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2018,"2018","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2018,"2018","04000US51","Virginia",451,162.75441622272496,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2018,"2018","04000US51","Virginia",587,184.20097719610501,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2018,"2018","04000US51","Virginia",1002,221.35265979879256,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2018,"2018","04000US51","Virginia",127,72.42237223399962,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2018,"2018","04000US51","Virginia",921,239.8207664069148,"Hopewell, VA","16000US5138424","hopewell-va"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2018,"2018","04000US51","Virginia",625,199.75234666956985,"Hopewell, VA","16000US5138424","hopewell-va"
12,"Public Administration (Group)",19,"Public Administration",2018,"2018","04000US51","Virginia",756,201.83656754909404,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2017,"2017","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2017,"2017","04000US51","Virginia",13,29.732137494637012,"Hopewell, VA","16000US5138424","hopewell-va"
1,"Construction (Group)",2,"Construction",2017,"2017","04000US51","Virginia",650,164.45364088398895,"Hopewell, VA","16000US5138424","hopewell-va"
2,"Manufacturing (Group)",3,"Manufacturing",2017,"2017","04000US51","Virginia",1056,218,"Hopewell, VA","16000US5138424","hopewell-va"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2017,"2017","04000US51","Virginia",278,117.64352935882192,"Hopewell, VA","16000US5138424","hopewell-va"
4,"Retail Trade (Group)",5,"Retail Trade",2017,"2017","04000US51","Virginia",1301,263.751777245197,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2017,"2017","04000US51","Virginia",396,150.90394295710104,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2017,"2017","04000US51","Virginia",33,39.66106403010388,"Hopewell, VA","16000US5138424","hopewell-va"
6,"Information (Group)",8,"Information",2017,"2017","04000US51","Virginia",80,55.36244214266563,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2017,"2017","04000US51","Virginia",518,185.6582882609877,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2017,"2017","04000US51","Virginia",106,70.7248188403477,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2017,"2017","04000US51","Virginia",382,159.9624956044385,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2017,"2017","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2017,"2017","04000US51","Virginia",573,193.74467734624352,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2017,"2017","04000US51","Virginia",658,177.99157283422159,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2017,"2017","04000US51","Virginia",791,225.15772249691992,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2017,"2017","04000US51","Virginia",145,88.23831367382311,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2017,"2017","04000US51","Virginia",907,219.20994502987315,"Hopewell, VA","16000US5138424","hopewell-va"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2017,"2017","04000US51","Virginia",838,235.12762491889376,"Hopewell, VA","16000US5138424","hopewell-va"
12,"Public Administration (Group)",19,"Public Administration",2017,"2017","04000US51","Virginia",778,224.9555511651135,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2016,"2016","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2016,"2016","04000US51","Virginia",11,29.068883707497264,"Hopewell, VA","16000US5138424","hopewell-va"
1,"Construction (Group)",2,"Construction",2016,"2016","04000US51","Virginia",855,201.76223630798702,"Hopewell, VA","16000US5138424","hopewell-va"
2,"Manufacturing (Group)",3,"Manufacturing",2016,"2016","04000US51","Virginia",1162,261.8110005328271,"Hopewell, VA","16000US5138424","hopewell-va"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2016,"2016","04000US51","Virginia",197,100.7670581092849,"Hopewell, VA","16000US5138424","hopewell-va"
4,"Retail Trade (Group)",5,"Retail Trade",2016,"2016","04000US51","Virginia",1373,271.01660465735307,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2016,"2016","04000US51","Virginia",377,127.61269529321915,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2016,"2016","04000US51","Virginia",57,52.80151512977635,"Hopewell, VA","16000US5138424","hopewell-va"
6,"Information (Group)",8,"Information",2016,"2016","04000US51","Virginia",84,65.73431371817918,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2016,"2016","04000US51","Virginia",387,160.12495120998477,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2016,"2016","04000US51","Virginia",187,129.3560976529518,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2016,"2016","04000US51","Virginia",381,178.932948335403,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2016,"2016","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2016,"2016","04000US51","Virginia",359,128.1288414058287,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2016,"2016","04000US51","Virginia",733,194.83326204732086,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2016,"2016","04000US51","Virginia",926,225.16216378423795,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2016,"2016","04000US51","Virginia",104,72.83543093852057,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2016,"2016","04000US51","Virginia",781,200.39211561336438,"Hopewell, VA","16000US5138424","hopewell-va"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2016,"2016","04000US51","Virginia",741,234.47814397081873,"Hopewell, VA","16000US5138424","hopewell-va"
12,"Public Administration (Group)",19,"Public Administration",2016,"2016","04000US51","Virginia",647,170.80105386091736,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2015,"2015","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2015,"2015","04000US51","Virginia",10,27.80287754891569,"Hopewell, VA","16000US5138424","hopewell-va"
1,"Construction (Group)",2,"Construction",2015,"2015","04000US51","Virginia",970,244.80604567698077,"Hopewell, VA","16000US5138424","hopewell-va"
2,"Manufacturing (Group)",3,"Manufacturing",2015,"2015","04000US51","Virginia",1065,249.63373169505758,"Hopewell, VA","16000US5138424","hopewell-va"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2015,"2015","04000US51","Virginia",78,60.46486583132389,"Hopewell, VA","16000US5138424","hopewell-va"
4,"Retail Trade (Group)",5,"Retail Trade",2015,"2015","04000US51","Virginia",1304,276.1756687327832,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2015,"2015","04000US51","Virginia",319,139.97856978837868,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2015,"2015","04000US51","Virginia",69,67.67569726275453,"Hopewell, VA","16000US5138424","hopewell-va"
6,"Information (Group)",8,"Information",2015,"2015","04000US51","Virginia",85,65.25335240430181,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2015,"2015","04000US51","Virginia",284,118.86967653695369,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2015,"2015","04000US51","Virginia",226,141.8908030846256,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2015,"2015","04000US51","Virginia",331,151.81897114655993,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2015,"2015","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2015,"2015","04000US51","Virginia",362,149.03690818049066,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2015,"2015","04000US51","Virginia",644,180.09997223764358,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2015,"2015","04000US51","Virginia",1042,239.0020920410531,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2015,"2015","04000US51","Virginia",119,74.65252842335616,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2015,"2015","04000US51","Virginia",932,256.44492586128507,"Hopewell, VA","16000US5138424","hopewell-va"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2015,"2015","04000US51","Virginia",614,182.5705343148231,"Hopewell, VA","16000US5138424","hopewell-va"
12,"Public Administration (Group)",19,"Public Administration",2015,"2015","04000US51","Virginia",587,162.18816233005415,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2014,"2014","04000US51","Virginia",15,29.068883707497264,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,"2014","04000US51","Virginia",8,25.059928172283335,"Hopewell, VA","16000US5138424","hopewell-va"
1,"Construction (Group)",2,"Construction",2014,"2014","04000US51","Virginia",735,212.07781590727495,"Hopewell, VA","16000US5138424","hopewell-va"
2,"Manufacturing (Group)",3,"Manufacturing",2014,"2014","04000US51","Virginia",1134,285.8286199805751,"Hopewell, VA","16000US5138424","hopewell-va"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2014,"2014","04000US51","Virginia",85,59.90826320300064,"Hopewell, VA","16000US5138424","hopewell-va"
4,"Retail Trade (Group)",5,"Retail Trade",2014,"2014","04000US51","Virginia",1213,284.2569260369921,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2014,"2014","04000US51","Virginia",335,141.8238343861849,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2014,"2014","04000US51","Virginia",115,82.96987405076617,"Hopewell, VA","16000US5138424","hopewell-va"
6,"Information (Group)",8,"Information",2014,"2014","04000US51","Virginia",39,35.846896657869834,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2014,"2014","04000US51","Virginia",243,105.57461816175326,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2014,"2014","04000US51","Virginia",146,95.27329111561119,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,"2014","04000US51","Virginia",330,160.87883639559308,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2014,"2014","04000US51","Virginia",0,31.11269837220809,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2014,"2014","04000US51","Virginia",520,181.04419349981927,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2014,"2014","04000US51","Virginia",578,170.9502851708648,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2014,"2014","04000US51","Virginia",1245,243.3536521197083,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,"2014","04000US51","Virginia",146,89.88882021697692,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2014,"2014","04000US51","Virginia",967,252.40047543536838,"Hopewell, VA","16000US5138424","hopewell-va"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,"2014","04000US51","Virginia",557,176.98022488402484,"Hopewell, VA","16000US5138424","hopewell-va"
12,"Public Administration (Group)",19,"Public Administration",2014,"2014","04000US51","Virginia",620,164.78470802838473,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,"2013","04000US51","Virginia",21,33.24154027718932,"Hopewell, VA","16000US5138424","hopewell-va"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,"2013","04000US51","Virginia",4,24.351591323771842,"Hopewell, VA","16000US5138424","hopewell-va"
1,"Construction (Group)",2,"Construction",2013,"2013","04000US51","Virginia",720,232.12281232140884,"Hopewell, VA","16000US5138424","hopewell-va"
2,"Manufacturing (Group)",3,"Manufacturing",2013,"2013","04000US51","Virginia",893,254.0314941104744,"Hopewell, VA","16000US5138424","hopewell-va"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2013,"2013","04000US51","Virginia",81,56.85068161420759,"Hopewell, VA","16000US5138424","hopewell-va"
4,"Retail Trade (Group)",5,"Retail Trade",2013,"2013","04000US51","Virginia",1107,252.5074256333861,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2013,"2013","04000US51","Virginia",368,153.93505123915085,"Hopewell, VA","16000US5138424","hopewell-va"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2013,"2013","04000US51","Virginia",224,132.01893803541975,"Hopewell, VA","16000US5138424","hopewell-va"
6,"Information (Group)",8,"Information",2013,"2013","04000US51","Virginia",52,40.311288741492746,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2013,"2013","04000US51","Virginia",299,129.9884610263542,"Hopewell, VA","16000US5138424","hopewell-va"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2013,"2013","04000US51","Virginia",81,69.64194138592059,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,"2013","04000US51","Virginia",333,155.65346125287414,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2013,"2013","04000US51","Virginia",0,32.526911934581186,"Hopewell, VA","16000US5138424","hopewell-va"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2013,"2013","04000US51","Virginia",581,166.6043216726385,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2013,"2013","04000US51","Virginia",586,184.62123388169627,"Hopewell, VA","16000US5138424","hopewell-va"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2013,"2013","04000US51","Virginia",1317,239.17566765873156,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,"2013","04000US51","Virginia",139,92.11405973031479,"Hopewell, VA","16000US5138424","hopewell-va"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2013,"2013","04000US51","Virginia",826,240.6823632923692,"Hopewell, VA","16000US5138424","hopewell-va"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,"2013","04000US51","Virginia",517,183.5347378563524,"Hopewell, VA","16000US5138424","hopewell-va"
12,"Public Administration (Group)",19,"Public Administration",2013,"2013","04000US51","Virginia",542,168.01488029338353,"Hopewell, VA","16000US5138424","hopewell-va"